,EE_afrr_up_activ,EE_afrr_down_activ,LV_afrr_up_activ,LV_afrr_down_activ,LT_afrr_up_activ,LT_afrr_down_activ,EE_afrr_up_min_bid,EE_afrr_up_max_bid,EE_afrr_down_min_bid,EE_afrr_down_max_bid,LV_afrr_up_min_bid,LV_afrr_up_max_bid,LV_afrr_down_min_bid,LV_afrr_down_max_bid,LT_afrr_up_min_bid,LT_afrr_up_max_bid,LT_afrr_down_min_bid,LT_afrr_down_max_bid,EE_afrr_up_price,EE_afrr_down_price,LV_afrr_up_price,LV_afrr_down_price,LT_afrr_up_price,LT_afrr_down_price,EE_procur_FCR_price,EE_procur_afrr_up_price,EE_procur_afrr_down_price,EE_procur_mfrr_up_price,EE_procur_mfrr_down_price,LV_procur_FCR_price,LV_procur_afrr_up_price,LV_procur_afrr_down_price,LV_procur_mfrr_up_price,LV_procur_mfrr_down_price,LT_procur_FCR_price,LT_procur_afrr_up_price,LT_procur_afrr_down_price,LT_procur_mfrr_up_price,LT_procur_mfrr_down_price,EE_procur_FCR_vol,EE_procur_afrr_up_vol,EE_procur_afrr_down_vol,EE_procur_mfrr_up_vol,EE_procur_mfrr_down_vol,LV_procur_FCR_vol,LV_procur_afrr_up_vol,LV_procur_afrr_down_vol,LV_procur_mfrr_up_vol,LV_procur_mfrr_down_vol,LT_procur_FCR_vol,LT_procur_afrr_up_vol,LT_procur_afrr_down_vol,LT_procur_mfrr_up_vol,LT_procur_mfrr_down_vol,EE_imb_MW,LV_imb_MW,LT_imb_MW,EE_mfrr_SA_up_activ,EE_mfrr_SA_down_activ,LV_mfrr_SA_up_activ,LV_mfrr_SA_down_activ,LT_mfrr_SA_up_activ,LT_mfrr_SA_down_activ,EE_mfrr_SA_up_min_bid,EE_mfrr_SA_up_max_bid,EE_mfrr_SA_down_min_bid,EE_mfrr_SA_down_max_bid,LV_mfrr_SA_up_min_bid,LV_mfrr_SA_up_max_bid,LV_mfrr_SA_down_min_bid,LV_mfrr_SA_down_max_bid,LT_mfrr_SA_up_min_bid,LT_mfrr_SA_up_max_bid,LT_mfrr_SA_down_min_bid,LT_mfrr_SA_down_max_bid,EE_mfrr_SA_up_vol,EE_mfrr_SA_down_vol,LV_mfrr_SA_up_vol,LV_mfrr_SA_down_vol,LT_mfrr_SA_up_vol,LT_mfrr_SA_down_vol,EE_up_sa_cbmp,EE_up_da_cbmp,EE_down_sa_cbmp,EE_down_da_cbmp,LV_up_sa_cbmp,LV_up_da_cbmp,LV_down_sa_cbmp,LV_down_da_cbmp,LT_up_sa_cbmp,LT_up_da_cbmp,LT_down_sa_cbmp,LT_down_da_cbmp,EE_dsb,LV_dsb,LT_dsb,10YLT-1001A0008Q_DA_eurmwh
2025-02-09 03:15:00,,,,,1.72,0.0,144.5,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.182,4.606,17.148,0.0,0.0,0.0,26.0,0.0,0.0,107.33,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,15.0,153.0,159.0,872.0,534.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,57.33
2025-02-09 03:30:00,,,,,7.58,0.0,144.59,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.182,4.999,11.828,0.0,0.0,0.0,29.25,0.0,0.0,107.33,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,17.0,153.0,159.0,872.0,531.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,57.33
2025-02-09 03:45:00,,,,,9.0,0.0,145.59,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.182,4.003,6.033,0.0,0.25,0.0,21.75,0.0,0.0,107.33,778.07,-89.0,19.87,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,20.0,153.0,159.0,872.0,529.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,57.33
2025-02-09 04:00:00,,,,,0.9,1.27,145.63,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,33.9,99.9,11.14,12.67,173.04,0.0,0.0,11.14,12.67,173.04,0.0,0.0,11.14,12.67,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,0.928,3.567,10.25,0.0,0.0,0.0,17.25,0.0,0.0,107.29,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,15.0,153.0,159.0,872.0,530.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,57.29
2025-02-09 04:15:00,,,,,1.68,0.08,144.94,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,4.909,13.078,0.0,0.0,0.0,22.0,0.0,0.0,107.29,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,23.0,153.0,177.0,872.0,524.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,57.29
2025-02-09 04:30:00,,,,,0.0,6.28,144.48,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,3.435,12.173,0.0,0.0,0.0,11.25,0.0,0.0,107.29,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,16.0,153.0,177.0,872.0,520.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,57.29
2025-02-09 04:45:00,,,,,0.0,10.32,144.03,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.928,2.918,16.915,0.0,0.0,0.0,11.75,0.0,0.0,107.29,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,45.0,16.0,153.0,177.0,872.0,520.0,20.87,0.0,20.87,0.0,20.87,,20.87,,20.87,,20.87,,-1.0,-1.0,1.0,57.29
2025-02-09 05:00:00,,,,,0.0,14.72,144.88,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,34.1,98.6,11.14,12.1,173.04,0.0,0.0,11.14,12.1,173.04,0.0,0.0,11.14,12.1,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,2.75,3.924,18.59,0.0,0.0,0.0,14.5,0.0,0.0,70.87,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,16.05,45.0,12.0,153.0,177.0,872.0,515.0,20.87,0.0,20.87,0.0,20.87,,20.87,,20.87,,20.87,,-1.0,-1.0,1.0,20.87
2025-02-09 05:15:00,,,,,0.0,7.98,145.89,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,2.86,26.27,0.0,0.0,0.0,23.25,0.0,0.0,70.87,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,16.05,45.0,10.0,153.0,157.0,872.0,516.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,20.87
2025-02-09 05:30:00,,,,,0.25,2.52,145.44,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,1.401,19.648,0.0,0.0,0.0,21.0,0.0,0.0,70.87,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,16.05,45.0,9.0,153.0,177.0,872.0,518.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,20.87
2025-02-09 05:45:00,,,,,5.5,0.0,144.96,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,0.41,13.08,0.0,0.0,0.0,23.5,0.0,0.0,70.87,778.07,-89.0,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,16.05,45.0,7.0,153.0,177.0,872.0,517.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,20.87
2025-02-09 06:00:00,,,,,0.0,12.62,144.85,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,35.0,93.3,11.14,9.74,173.04,0.0,0.0,11.14,9.74,173.04,0.0,0.0,11.14,9.74,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,-9.517,-1.846,17.473,0.0,0.0,0.0,0.0,0.0,0.0,135.05,778.07,-89.0,19.48,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,41.0,10.0,153.0,119.0,872.0,520.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,1.0,1.0,85.05
2025-02-09 06:15:00,,,,,0.78,3.18,144.92,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.517,8.408,35.803,0.0,0.0,0.0,29.75,0.0,3.25,135.05,778.07,-89.0,19.71,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,41.0,13.0,153.0,119.0,872.0,521.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,1.0,-1.0,1.0,85.05
2025-02-09 06:30:00,,,,,0.02,3.72,145.29,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.517,3.29,27.505,0.0,0.75,0.0,23.5,0.0,0.0,135.05,778.07,-89.0,19.9,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,41.0,11.0,153.0,119.0,872.0,519.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,1.0,1.0,85.05
2025-02-09 06:45:00,,,,,0.0,7.48,146.0,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.517,-0.117,32.275,0.0,0.0,0.0,25.75,0.0,0.0,135.05,778.07,-89.0,19.8,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,41.0,5.0,153.0,119.0,872.0,515.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,-1.0,1.0,85.05
2025-02-09 07:00:00,,,,,0.0,14.98,145.04,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,38.1,76.1,11.14,9.45,173.04,0.0,0.0,11.14,9.45,173.04,0.0,0.0,11.14,9.45,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,-6.655,5.84,33.67,0.0,0.0,0.0,23.75,0.0,0.0,135.01,778.07,-9.7,-9.7,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,2.0,170.0,119.0,872.0,518.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,-1.0,1.0,85.01
2025-02-09 07:15:00,,,,,0.0,14.98,144.39,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.655,0.703,42.618,0.0,0.0,3.75,0.0,0.0,0.0,135.01,778.07,0.0,0.0,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,0.0,170.0,119.0,872.0,519.0,124.0,0.0,124.0,0.0,124.0,-17.7,124.0,-17.7,124.0,,124.0,,1.0,-1.0,1.0,85.01
2025-02-09 07:30:00,,,,,0.0,10.8,144.67,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.655,6.74,14.873,0.0,0.0,0.0,7.75,0.0,0.0,135.01,778.07,0.0,0.0,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,0.0,170.0,119.0,872.0,526.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,-1.0,1.0,85.01
2025-02-09 07:45:00,,,,,0.0,6.7,144.04,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.655,3.122,45.12,0.0,0.0,0.0,29.75,0.0,11.5,135.01,778.07,0.0,0.0,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,0.0,170.0,119.0,872.0,523.0,-17.7,0.0,-17.7,0.0,-17.7,,-17.7,,-17.7,,-17.7,,1.0,-1.0,1.0,85.01
2025-02-09 08:00:00,,,,,0.0,13.8,144.34,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,59.3,58.7,14.11,9.75,173.04,0.0,0.0,14.11,9.75,173.04,0.0,0.0,14.11,9.75,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,-4.825,-2.993,37.308,0.0,0.0,0.0,27.5,0.0,0.0,135.01,778.07,0.0,0.0,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,0.0,170.0,197.0,872.0,524.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,-1.0,1.0,85.01
2025-02-09 08:15:00,,,,,0.0,6.88,144.32,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.825,5.115,41.715,0.0,0.0,0.0,37.5,0.0,0.0,135.01,778.07,0.0,0.0,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,0.0,170.0,197.0,872.0,523.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,1.0,-1.0,1.0,85.01
2025-02-09 08:30:00,,,,,3.55,0.25,144.44,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.825,3.003,33.04,0.0,0.25,0.0,34.25,0.0,3.25,135.01,778.07,20.78,20.78,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,1.0,170.0,137.0,872.0,520.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,1.0,-1.0,1.0,85.01
2025-02-09 08:45:00,,,,,10.95,0.0,144.51,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.825,0.376,24.16,0.0,0.0,0.0,34.25,0.0,3.5,135.01,778.07,0.0,0.0,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,0.0,260.0,137.0,872.0,520.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,1.0,-1.0,1.0,85.01
2025-02-09 09:00:00,,,,,6.2,0.0,145.68,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,81.2,42.6,15.73,5.02,173.04,0.0,0.0,15.73,5.02,173.04,0.0,0.0,15.73,5.02,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,1.423,1.678,21.323,0.0,1.75,0.0,25.25,0.0,0.0,135.8,778.07,14.79,20.9,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,18.0,170.0,137.0,823.0,568.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,85.8
2025-02-09 09:15:00,,,,,12.0,0.0,144.22,234.02,5.0,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.423,2.044,13.648,0.0,0.0,0.0,23.25,0.0,0.0,135.8,778.07,14.79,19.12,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,18.0,170.0,137.0,823.0,569.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,85.8
2025-02-09 09:30:00,,,,,9.82,0.0,145.03,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.423,3.983,11.268,0.0,0.0,0.0,26.25,0.0,0.0,135.8,778.07,14.79,19.72,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,18.0,170.0,137.0,823.0,563.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,85.8
2025-02-09 09:45:00,,,,,7.52,0.0,144.28,234.02,5.0,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.423,4.227,2.958,0.0,1.75,0.0,19.0,0.0,0.0,135.8,778.07,14.79,20.62,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,18.0,170.0,137.0,823.0,560.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,85.8
2025-02-09 10:00:00,,,,,1.98,0.55,145.89,234.02,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,95.3,32.1,11.14,5.21,173.04,0.0,0.0,11.14,5.21,173.04,0.0,0.0,11.14,5.21,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,54.335,-0.602,3.475,0.0,0.0,0.0,8.0,0.0,0.0,169.3,778.07,14.51,20.91,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,36.0,31.0,170.0,137.0,823.0,548.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,119.3
2025-02-09 10:15:00,,,,,0.0,9.05,145.77,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.335,3.936,-2.035,0.0,0.0,0.0,5.25,0.0,0.0,169.3,778.07,14.51,20.72,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,36.0,31.0,170.0,137.0,823.0,546.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,-1.0,119.3
2025-02-09 10:30:00,,,,,0.48,0.6,144.25,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.335,8.691,0.905,0.0,0.0,0.0,23.75,0.0,0.0,169.3,778.07,14.51,19.02,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,36.0,31.0,170.0,137.0,823.0,540.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,119.3
2025-02-09 10:45:00,,,,,0.08,1.32,144.97,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.335,13.054,2.315,0.0,2.0,0.0,34.25,0.0,0.0,169.3,778.07,14.51,20.4,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,36.0,31.0,170.0,137.0,823.0,531.0,14.51,0.0,14.51,0.0,14.51,,14.51,,14.51,,14.51,,-1.0,-1.0,1.0,119.3
2025-02-09 11:00:00,,,,,0.0,4.6,145.15,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,173.04,106.8,23.6,11.14,5.02,173.04,0.0,0.0,11.14,5.02,173.04,0.0,0.0,11.14,5.02,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,120.775,9.11,2.713,0.0,1.75,0.0,29.5,0.0,0.0,160.9,778.07,14.54,20.3,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,31.0,170.0,137.0,823.0,529.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,110.9
2025-02-09 11:15:00,,,,,0.0,13.55,145.4,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.775,13.175,5.788,0.0,0.0,0.0,32.5,0.0,0.0,160.9,778.07,14.54,14.54,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,24.0,170.0,137.0,823.0,526.0,19.83,0.0,19.83,0.0,19.83,,19.83,,19.83,,19.83,,-1.0,-1.0,1.0,110.9
2025-02-09 11:30:00,,,,,0.0,6.6,145.03,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.775,15.726,10.418,0.0,7.75,0.0,34.25,0.0,5.5,160.9,778.07,14.54,20.39,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,31.0,170.0,137.0,823.0,522.0,-9.7,0.0,-9.7,0.0,-9.7,,-9.7,,-9.7,,-9.7,,-1.0,-1.0,1.0,110.9
2025-02-09 11:45:00,,,,,0.0,11.98,145.15,234.03,14.49,20.0,124.0,130.55,19.83,19.83,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.775,19.411,16.11,0.0,7.75,0.0,34.25,0.0,9.25,160.9,778.07,14.54,20.69,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,31.0,170.0,137.0,823.0,520.0,-10.0,0.0,-10.0,0.0,-10.0,,-10.0,,-10.0,,-10.0,,-1.0,-1.0,1.0,110.9
2025-02-09 12:00:00,,,,,0.0,11.98,144.14,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,173.04,112.6,20.7,11.14,6.62,173.04,0.0,0.0,11.14,6.62,173.04,0.0,0.0,11.14,6.62,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,176.353,14.719,12.403,0.0,0.0,0.0,2.5,0.0,55.0,144.5,778.07,19.18,19.18,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,8.0,7.0,170.0,137.0,823.0,521.0,-20.0,0.0,-20.0,0.0,-20.0,,-20.0,,-20.0,,-20.0,,-1.0,-1.0,1.0,94.5
2025-02-09 12:15:00,,,,,0.0,11.92,144.57,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.353,21.422,35.565,0.0,1.75,0.0,19.5,0.0,55.0,144.5,778.07,20.44,20.44,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,8.0,7.0,170.0,137.0,823.0,522.0,-20.0,0.0,-20.0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,,-20.0,,-1.0,-1.0,1.0,94.5
2025-02-09 12:30:00,,,,,0.0,14.02,145.45,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.353,21.423,22.868,0.0,0.0,0.0,20.0,0.0,55.0,144.5,778.07,19.22,19.22,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,7.0,170.0,137.0,823.0,520.0,-20.0,0.0,-20.0,0.0,-20.0,,-20.0,,-20.0,,-20.0,,-1.0,-1.0,1.0,94.5
2025-02-09 12:45:00,,,,,0.0,11.12,145.49,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.353,23.017,47.343,0.0,1.75,0.0,33.25,0.0,55.0,144.5,778.07,19.3,19.3,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,38.0,7.0,170.0,137.0,823.0,519.0,-20.0,0.0,-20.0,0.0,-20.0,-20.0,-20.0,-20.0,-20.0,,-20.0,,-1.0,-1.0,1.0,94.5
2025-02-09 13:00:00,,,,,0.0,14.18,145.76,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,173.04,126.2,20.7,11.14,7.08,173.04,0.0,0.0,11.14,7.08,173.04,0.0,0.0,11.14,7.08,18.0,36.0,36.0,203.0,0.0,29.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,524.0,440.0,192.74,22.345,37.73,0.0,0.5,0.0,34.25,0.0,55.0,135.03,778.07,20.74,20.74,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,43.0,2.0,170.0,137.0,872.0,469.0,-20.0,0.0,-20.0,0.0,-20.0,,-20.0,,-20.0,,-20.0,,-1.0,-1.0,1.0,85.03
2025-02-09 13:15:00,,,,,0.85,3.58,145.26,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.74,19.326,50.27,0.0,0.5,0.0,9.5,0.0,110.0,135.03,778.07,20.25,20.25,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,2.0,170.0,137.0,872.0,469.0,-30.0,0.0,-30.0,0.0,-30.0,,-30.0,,-30.0,,-30.0,,-1.0,-1.0,1.0,85.03
2025-02-09 13:30:00,,,,,0.0,8.5,145.87,234.03,14.49,20.0,124.0,325.07,19.83,20.87,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.74,20.518,51.485,0.0,0.5,0.0,6.0,0.0,110.0,135.03,778.07,20.13,20.13,124.0,325.07,19.83,20.87,0.0,604.32,-30.0,42.75,44.0,2.0,170.0,137.0,872.0,470.0,-30.0,0.0,-30.0,0.0,-30.0,,-30.0,,-30.0,,-30.0,,-1.0,-1.0,1.0,85.03
